Region (Hex): 0x187a7800000, Region (Decimal): 1682142396416, L2 Misses: 44
Region (Hex): 0x187a7200000, Region (Decimal): 1682136104960, L2 Misses: 41
Region (Hex): 0x18793a00000, Region (Decimal): 1681808949248, L2 Misses: 150
Region (Hex): 0x187a0200000, Region (Decimal): 1682018664448, L2 Misses: 195
Region (Hex): 0x187aa400000, Region (Decimal): 1682188533760, L2 Misses: 78
Region (Hex): 0x1879f400000, Region (Decimal): 1682003984384, L2 Misses: 197
Region (Hex): 0x18783000000, Region (Decimal): 1681530028032, L2 Misses: 71
Region (Hex): 0x1879ea00000, Region (Decimal): 1681993498624, L2 Misses: 64
Region (Hex): 0x18780a00000, Region (Decimal): 1681490182144, L2 Misses: 43
Region (Hex): 0x187abc00000, Region (Decimal): 1682213699584, L2 Misses: 87
Region (Hex): 0x1878ce00000, Region (Decimal): 1681695703040, L2 Misses: 117
Region (Hex): 0x1878b600000, Region (Decimal): 1681670537216, L2 Misses: 137
Region (Hex): 0x187a1200000, Region (Decimal): 1682035441664, L2 Misses: 143
Region (Hex): 0x187b3800000, Region (Decimal): 1682343723008, L2 Misses: 56
Region (Hex): 0x187b7a00000, Region (Decimal): 1682412929024, L2 Misses: 115
Region (Hex): 0x187be200000, Region (Decimal): 1682521980928, L2 Misses: 83
Region (Hex): 0x1878ca00000, Region (Decimal): 1681691508736, L2 Misses: 99
Region (Hex): 0x18799800000, Region (Decimal): 1681907515392, L2 Misses: 137
Region (Hex): 0x1878fc00000, Region (Decimal): 1681743937536, L2 Misses: 75
Region (Hex): 0x18798800000, Region (Decimal): 1681890738176, L2 Misses: 19
Region (Hex): 0x187b5c00000, Region (Decimal): 1682381471744, L2 Misses: 135
Region (Hex): 0x187a8600000, Region (Decimal): 1682157076480, L2 Misses: 149
Region (Hex): 0x187ab800000, Region (Decimal): 1682209505280, L2 Misses: 155
Region (Hex): 0x187af200000, Region (Decimal): 1682270322688, L2 Misses: 91
Region (Hex): 0x187b4800000, Region (Decimal): 1682360500224, L2 Misses: 182
Region (Hex): 0x187bc400000, Region (Decimal): 1682490523648, L2 Misses: 80
Region (Hex): 0x187a2600000, Region (Decimal): 1682056413184, L2 Misses: 56
Region (Hex): 0x187a6200000, Region (Decimal): 1682119327744, L2 Misses: 39
Region (Hex): 0x187bea00000, Region (Decimal): 1682530369536, L2 Misses: 84
Region (Hex): 0x18793400000, Region (Decimal): 1681802657792, L2 Misses: 33
Region (Hex): 0x187a0800000, Region (Decimal): 1682024955904, L2 Misses: 70
Region (Hex): 0x187b5400000, Region (Decimal): 1682373083136, L2 Misses: 83
Region (Hex): 0x187b2e00000, Region (Decimal): 1682333237248, L2 Misses: 78
Region (Hex): 0x18794000000, Region (Decimal): 1681815240704, L2 Misses: 127
Region (Hex): 0x18786c00000, Region (Decimal): 1681592942592, L2 Misses: 40
Region (Hex): 0x18784800000, Region (Decimal): 1681555193856, L2 Misses: 71
Region (Hex): 0x18787a00000, Region (Decimal): 1681607622656, L2 Misses: 50
Region (Hex): 0x1879f600000, Region (Decimal): 1682006081536, L2 Misses: 92
Region (Hex): 0x18793200000, Region (Decimal): 1681800560640, L2 Misses: 31
Region (Hex): 0x187bb600000, Region (Decimal): 1682475843584, L2 Misses: 117
Region (Hex): 0x18783e00000, Region (Decimal): 1681544708096, L2 Misses: 23
Region (Hex): 0x18782800000, Region (Decimal): 1681521639424, L2 Misses: 77
Region (Hex): 0x1878e600000, Region (Decimal): 1681720868864, L2 Misses: 72
Region (Hex): 0x187b8800000, Region (Decimal): 1682427609088, L2 Misses: 123
Region (Hex): 0x18789400000, Region (Decimal): 1681634885632, L2 Misses: 34
Region (Hex): 0x18795e00000, Region (Decimal): 1681846697984, L2 Misses: 81
Region (Hex): 0x187b2600000, Region (Decimal): 1682324848640, L2 Misses: 97
Region (Hex): 0x18795c00000, Region (Decimal): 1681844600832, L2 Misses: 162
Region (Hex): 0x1878bc00000, Region (Decimal): 1681676828672, L2 Misses: 97
Region (Hex): 0x187a6e00000, Region (Decimal): 1682131910656, L2 Misses: 74
Region (Hex): 0x18790e00000, Region (Decimal): 1681762811904, L2 Misses: 49
Region (Hex): 0x18798a00000, Region (Decimal): 1681892835328, L2 Misses: 102
Region (Hex): 0x1878ea00000, Region (Decimal): 1681725063168, L2 Misses: 41
Region (Hex): 0x18791600000, Region (Decimal): 1681771200512, L2 Misses: 109
Region (Hex): 0x18792800000, Region (Decimal): 1681790074880, L2 Misses: 88
Region (Hex): 0x187a6800000, Region (Decimal): 1682125619200, L2 Misses: 109
Region (Hex): 0x18790400000, Region (Decimal): 1681752326144, L2 Misses: 73
Region (Hex): 0x1878b200000, Region (Decimal): 1681666342912, L2 Misses: 57
Region (Hex): 0x187a3a00000, Region (Decimal): 1682077384704, L2 Misses: 89
Region (Hex): 0x187a6400000, Region (Decimal): 1682121424896, L2 Misses: 74
Region (Hex): 0x187bd400000, Region (Decimal): 1682507300864, L2 Misses: 43
Region (Hex): 0x187a6c00000, Region (Decimal): 1682129813504, L2 Misses: 117
Region (Hex): 0x187b7c00000, Region (Decimal): 1682415026176, L2 Misses: 92
Region (Hex): 0x18794c00000, Region (Decimal): 1681827823616, L2 Misses: 49
Region (Hex): 0x187aaa00000, Region (Decimal): 1682194825216, L2 Misses: 88
Region (Hex): 0x18799c00000, Region (Decimal): 1681911709696, L2 Misses: 148
Region (Hex): 0x18796e00000, Region (Decimal): 1681863475200, L2 Misses: 96
Region (Hex): 0x18785200000, Region (Decimal): 1681565679616, L2 Misses: 86
Region (Hex): 0x18795000000, Region (Decimal): 1681832017920, L2 Misses: 156
Region (Hex): 0x18792a00000, Region (Decimal): 1681792172032, L2 Misses: 65
Region (Hex): 0x187a8200000, Region (Decimal): 1682152882176, L2 Misses: 109
Region (Hex): 0x18781a00000, Region (Decimal): 1681506959360, L2 Misses: 98
Region (Hex): 0x18790c00000, Region (Decimal): 1681760714752, L2 Misses: 28
Region (Hex): 0x18789c00000, Region (Decimal): 1681643274240, L2 Misses: 59
Region (Hex): 0x18781200000, Region (Decimal): 1681498570752, L2 Misses: 62
Region (Hex): 0x18785a00000, Region (Decimal): 1681574068224, L2 Misses: 39
Region (Hex): 0x1878f000000, Region (Decimal): 1681731354624, L2 Misses: 43
Region (Hex): 0x187b1200000, Region (Decimal): 1682303877120, L2 Misses: 53
Region (Hex): 0x187bae00000, Region (Decimal): 1682467454976, L2 Misses: 20
Region (Hex): 0x18783a00000, Region (Decimal): 1681540513792, L2 Misses: 74
Region (Hex): 0x1879a200000, Region (Decimal): 1681918001152, L2 Misses: 32
Region (Hex): 0x1879d400000, Region (Decimal): 1681970429952, L2 Misses: 120
Region (Hex): 0x18799400000, Region (Decimal): 1681903321088, L2 Misses: 44
Region (Hex): 0x187bd200000, Region (Decimal): 1682505203712, L2 Misses: 64
Region (Hex): 0x18798400000, Region (Decimal): 1681886543872, L2 Misses: 81
Region (Hex): 0x1879ce00000, Region (Decimal): 1681964138496, L2 Misses: 70
Region (Hex): 0x1879b200000, Region (Decimal): 1681934778368, L2 Misses: 95
Region (Hex): 0x1879aa00000, Region (Decimal): 1681926389760, L2 Misses: 101
Region (Hex): 0x1879ac00000, Region (Decimal): 1681928486912, L2 Misses: 20
Region (Hex): 0x18796600000, Region (Decimal): 1681855086592, L2 Misses: 47
Region (Hex): 0x187bfa00000, Region (Decimal): 1682547146752, L2 Misses: 7
Region (Hex): 0x1879c400000, Region (Decimal): 1681953652736, L2 Misses: 45
Region (Hex): 0x187acc00000, Region (Decimal): 1682230476800, L2 Misses: 93
Region (Hex): 0x187aee00000, Region (Decimal): 1682266128384, L2 Misses: 117
Region (Hex): 0x187b0400000, Region (Decimal): 1682289197056, L2 Misses: 53
Region (Hex): 0x18795400000, Region (Decimal): 1681836212224, L2 Misses: 67
Region (Hex): 0x1878d000000, Region (Decimal): 1681697800192, L2 Misses: 83
Region (Hex): 0x18798600000, Region (Decimal): 1681888641024, L2 Misses: 123
Region (Hex): 0x18785800000, Region (Decimal): 1681571971072, L2 Misses: 43
Region (Hex): 0x18797a00000, Region (Decimal): 1681876058112, L2 Misses: 29
Region (Hex): 0x1878b000000, Region (Decimal): 1681664245760, L2 Misses: 61
Region (Hex): 0x1878e200000, Region (Decimal): 1681716674560, L2 Misses: 26
Region (Hex): 0x187b3000000, Region (Decimal): 1682335334400, L2 Misses: 40
Region (Hex): 0x18780400000, Region (Decimal): 1681483890688, L2 Misses: 88
Region (Hex): 0x18789e00000, Region (Decimal): 1681645371392, L2 Misses: 32
Region (Hex): 0x187bd600000, Region (Decimal): 1682509398016, L2 Misses: 55
Region (Hex): 0x187bb800000, Region (Decimal): 1682477940736, L2 Misses: 37
Region (Hex): 0x1879fa00000, Region (Decimal): 1682010275840, L2 Misses: 93
Region (Hex): 0x1878f400000, Region (Decimal): 1681735548928, L2 Misses: 61
Region (Hex): 0x1878c600000, Region (Decimal): 1681687314432, L2 Misses: 40
Region (Hex): 0x187b6000000, Region (Decimal): 1682385666048, L2 Misses: 25
Region (Hex): 0x1879e200000, Region (Decimal): 1681985110016, L2 Misses: 39
Region (Hex): 0x18791c00000, Region (Decimal): 1681777491968, L2 Misses: 47
Region (Hex): 0x187a8c00000, Region (Decimal): 1682163367936, L2 Misses: 20
Region (Hex): 0x1879a000000, Region (Decimal): 1681915904000, L2 Misses: 42
Region (Hex): 0x187a1600000, Region (Decimal): 1682039635968, L2 Misses: 40
Region (Hex): 0x1878a200000, Region (Decimal): 1681649565696, L2 Misses: 78
Region (Hex): 0x187a5000000, Region (Decimal): 1682100453376, L2 Misses: 102
Region (Hex): 0x18794200000, Region (Decimal): 1681817337856, L2 Misses: 23
Region (Hex): 0x187a4a00000, Region (Decimal): 1682094161920, L2 Misses: 15
Region (Hex): 0x18780c00000, Region (Decimal): 1681492279296, L2 Misses: 70
Region (Hex): 0x18784600000, Region (Decimal): 1681553096704, L2 Misses: 106
Region (Hex): 0x187aac00000, Region (Decimal): 1682196922368, L2 Misses: 29
Region (Hex): 0x187bb000000, Region (Decimal): 1682469552128, L2 Misses: 33
Region (Hex): 0x187a8e00000, Region (Decimal): 1682165465088, L2 Misses: 81
Region (Hex): 0x187b1600000, Region (Decimal): 1682308071424, L2 Misses: 55
Region (Hex): 0x18784a00000, Region (Decimal): 1681557291008, L2 Misses: 40
Region (Hex): 0x1878ba00000, Region (Decimal): 1681674731520, L2 Misses: 19
Region (Hex): 0x187b7200000, Region (Decimal): 1682404540416, L2 Misses: 18
Region (Hex): 0x18780600000, Region (Decimal): 1681485987840, L2 Misses: 27
Region (Hex): 0x1878a000000, Region (Decimal): 1681647468544, L2 Misses: 26
Region (Hex): 0x18781600000, Region (Decimal): 1681502765056, L2 Misses: 12
Region (Hex): 0x18781e00000, Region (Decimal): 1681511153664, L2 Misses: 52
Region (Hex): 0x18795200000, Region (Decimal): 1681834115072, L2 Misses: 11
Region (Hex): 0x18794400000, Region (Decimal): 1681819435008, L2 Misses: 11
Region (Hex): 0x187baa00000, Region (Decimal): 1682463260672, L2 Misses: 20
Region (Hex): 0x187ac800000, Region (Decimal): 1682226282496, L2 Misses: 6
Region (Hex): 0x187ad000000, Region (Decimal): 1682234671104, L2 Misses: 9
Region (Hex): 0x187bbc00000, Region (Decimal): 1682482135040, L2 Misses: 15
